taxpayer_id,final_score,processing_stages
TP000656,0.234,"{
  ""stages"": {
    ""pre-filing"": {
      ""status"": ""processed"",
      ""score"": 0.234,
      ""timestamp"": ""2025-05-06T02:20:52.977629""
    },
    ""initial"": {
      ""status"": ""processed"",
      ""score"": 0.1404,
      ""timestamp"": ""2025-05-06T02:20:52.977629""
    },
    ""post-processing"": {
      ""status"": ""processed"",
      ""score"": 0.0468,
      ""timestamp"": ""2025-05-06T02:20:52.977629""
    }
  },
  ""audit_history"": []
}"
TP002546,0.1419,"{
  ""stages"": {
    ""pre-filing"": {
      ""status"": ""processed"",
      ""score"": 0.1419,
      ""timestamp"": ""2025-05-06T02:20:52.977629""
    },
    ""initial"": {
      ""status"": ""processed"",
      ""score"": 0.0852,
      ""timestamp"": ""2025-05-06T02:20:52.978630""
    },
    ""post-processing"": {
      ""status"": ""processed"",
      ""score"": 0.0284,
      ""timestamp"": ""2025-05-06T02:20:52.978630""
    }
  },
  ""audit_history"": []
}"
TP002593,0.2643,"{
  ""stages"": {
    ""pre-filing"": {
      ""status"": ""processed"",
      ""score"": 0.2643,
      ""timestamp"": ""2025-05-06T02:20:52.978630""
    },
    ""initial"": {
      ""status"": ""processed"",
      ""score"": 0.1586,
      ""timestamp"": ""2025-05-06T02:20:52.978630""
    },
    ""post-processing"": {
      ""status"": ""processed"",
      ""score"": 0.0529,
      ""timestamp"": ""2025-05-06T02:20:52.978630""
    }
  },
  ""audit_history"": []
}"
TP001189,0.0968,"{
  ""stages"": {
    ""pre-filing"": {
      ""status"": ""processed"",
      ""score"": 0.0968,
      ""timestamp"": ""2025-05-06T02:20:52.978630""
    },
    ""initial"": {
      ""status"": ""processed"",
      ""score"": 0.0581,
      ""timestamp"": ""2025-05-06T02:20:52.978630""
    },
    ""post-processing"": {
      ""status"": ""processed"",
      ""score"": 0.0194,
      ""timestamp"": ""2025-05-06T02:20:52.978630""
    }
  },
  ""audit_history"": []
}"
TP007967,0.1461,"{
  ""stages"": {
    ""pre-filing"": {
      ""status"": ""processed"",
      ""score"": 0.1461,
      ""timestamp"": ""2025-05-06T02:20:52.978630""
    },
    ""initial"": {
      ""status"": ""processed"",
      ""score"": 0.0877,
      ""timestamp"": ""2025-05-06T02:20:52.978630""
    },
    ""post-processing"": {
      ""status"": ""processed"",
      ""score"": 0.0292,
      ""timestamp"": ""2025-05-06T02:20:52.979632""
    }
  },
  ""audit_history"": []
}"
TP006078,0.154,"{
  ""stages"": {
    ""pre-filing"": {
      ""status"": ""processed"",
      ""score"": 0.154,
      ""timestamp"": ""2025-05-06T02:20:52.979632""
    },
    ""initial"": {
      ""status"": ""processed"",
      ""score"": 0.0924,
      ""timestamp"": ""2025-05-06T02:20:52.979632""
    },
    ""post-processing"": {
      ""status"": ""processed"",
      ""score"": 0.0308,
      ""timestamp"": ""2025-05-06T02:20:52.979632""
    }
  },
  ""audit_history"": []
}"
TP000108,0.45,"{
  ""stages"": {
    ""pre-filing"": {
      ""status"": ""processed"",
      ""score"": 0.45,
      ""timestamp"": ""2025-05-06T02:20:52.979632""
    },
    ""initial"": {
      ""status"": ""processed"",
      ""score"": 0.27,
      ""timestamp"": ""2025-05-06T02:20:52.979632""
    },
    ""post-processing"": {
      ""status"": ""processed"",
      ""score"": 0.09,
      ""timestamp"": ""2025-05-06T02:20:52.979632""
    }
  },
  ""audit_history"": []
}"
TP001316,0.1389,"{
  ""stages"": {
    ""pre-filing"": {
      ""status"": ""processed"",
      ""score"": 0.1389,
      ""timestamp"": ""2025-05-06T02:20:52.979632""
    },
    ""initial"": {
      ""status"": ""processed"",
      ""score"": 0.0834,
      ""timestamp"": ""2025-05-06T02:20:52.979632""
    },
    ""post-processing"": {
      ""status"": ""processed"",
      ""score"": 0.0278,
      ""timestamp"": ""2025-05-06T02:20:52.979632""
    }
  },
  ""audit_history"": []
}"
TP008188,0.2565,"{
  ""stages"": {
    ""pre-filing"": {
      ""status"": ""processed"",
      ""score"": 0.2565,
      ""timestamp"": ""2025-05-06T02:20:52.980631""
    },
    ""initial"": {
      ""status"": ""processed"",
      ""score"": 0.1539,
      ""timestamp"": ""2025-05-06T02:20:52.980631""
    },
    ""post-processing"": {
      ""status"": ""processed"",
      ""score"": 0.0513,
      ""timestamp"": ""2025-05-06T02:20:52.980631""
    }
  },
  ""audit_history"": []
}"
TP002754,0.1398,"{
  ""stages"": {
    ""pre-filing"": {
      ""status"": ""processed"",
      ""score"": 0.1398,
      ""timestamp"": ""2025-05-06T02:20:52.980631""
    },
    ""initial"": {
      ""status"": ""processed"",
      ""score"": 0.0839,
      ""timestamp"": ""2025-05-06T02:20:52.980631""
    },
    ""post-processing"": {
      ""status"": ""processed"",
      ""score"": 0.028,
      ""timestamp"": ""2025-05-06T02:20:52.980631""
    }
  },
  ""audit_history"": []
}"
TP000754,0.0954,"{
  ""stages"": {
    ""pre-filing"": {
      ""status"": ""processed"",
      ""score"": 0.0954,
      ""timestamp"": ""2025-05-06T02:20:52.980631""
    },
    ""initial"": {
      ""status"": ""processed"",
      ""score"": 0.0572,
      ""timestamp"": ""2025-05-06T02:20:52.980631""
    },
    ""post-processing"": {
      ""status"": ""processed"",
      ""score"": 0.0191,
      ""timestamp"": ""2025-05-06T02:20:52.980631""
    }
  },
  ""audit_history"": []
}"
TP006232,0.2086,"{
  ""stages"": {
    ""pre-filing"": {
      ""status"": ""processed"",
      ""score"": 0.2086,
      ""timestamp"": ""2025-05-06T02:20:52.980631""
    },
    ""initial"": {
      ""status"": ""processed"",
      ""score"": 0.1252,
      ""timestamp"": ""2025-05-06T02:20:52.981632""
    },
    ""post-processing"": {
      ""status"": ""processed"",
      ""score"": 0.0417,
      ""timestamp"": ""2025-05-06T02:20:52.981632""
    }
  },
  ""audit_history"": []
}"
TP002877,0.3427,"{
  ""stages"": {
    ""pre-filing"": {
      ""status"": ""processed"",
      ""score"": 0.3427,
      ""timestamp"": ""2025-05-06T02:20:52.982631""
    },
    ""initial"": {
      ""status"": ""processed"",
      ""score"": 0.2056,
      ""timestamp"": ""2025-05-06T02:20:52.982631""
    },
    ""post-processing"": {
      ""status"": ""processed"",
      ""score"": 0.0685,
      ""timestamp"": ""2025-05-06T02:20:52.982631""
    }
  },
  ""audit_history"": []
}"
TP005324,0.5,"{
  ""stages"": {
    ""pre-filing"": {
      ""status"": ""processed"",
      ""score"": 0.5,
      ""timestamp"": ""2025-05-06T02:20:52.983630""
    },
    ""initial"": {
      ""status"": ""processed"",
      ""score"": 0.3,
      ""timestamp"": ""2025-05-06T02:20:52.983630""
    },
    ""post-processing"": {
      ""status"": ""processed"",
      ""score"": 0.1,
      ""timestamp"": ""2025-05-06T02:20:52.983630""
    }
  },
  ""audit_history"": []
}"
TP000800,0.3823,"{
  ""stages"": {
    ""pre-filing"": {
      ""status"": ""processed"",
      ""score"": 0.3823,
      ""timestamp"": ""2025-05-06T02:20:52.984630""
    },
    ""initial"": {
      ""status"": ""processed"",
      ""score"": 0.2294,
      ""timestamp"": ""2025-05-06T02:20:52.984630""
    },
    ""post-processing"": {
      ""status"": ""processed"",
      ""score"": 0.0765,
      ""timestamp"": ""2025-05-06T02:20:52.984630""
    }
  },
  ""audit_history"": []
}"
TP003571,0.2323,"{
  ""stages"": {
    ""pre-filing"": {
      ""status"": ""processed"",
      ""score"": 0.2323,
      ""timestamp"": ""2025-05-06T02:20:52.984630""
    },
    ""initial"": {
      ""status"": ""processed"",
      ""score"": 0.1394,
      ""timestamp"": ""2025-05-06T02:20:52.984630""
    },
    ""post-processing"": {
      ""status"": ""processed"",
      ""score"": 0.0465,
      ""timestamp"": ""2025-05-06T02:20:52.985632""
    }
  },
  ""audit_history"": []
}"
TP002895,0.3693,"{
  ""stages"": {
    ""pre-filing"": {
      ""status"": ""processed"",
      ""score"": 0.3693,
      ""timestamp"": ""2025-05-06T02:20:52.985632""
    },
    ""initial"": {
      ""status"": ""processed"",
      ""score"": 0.2216,
      ""timestamp"": ""2025-05-06T02:20:52.985632""
    },
    ""post-processing"": {
      ""status"": ""processed"",
      ""score"": 0.0739,
      ""timestamp"": ""2025-05-06T02:20:52.985632""
    }
  },
  ""audit_history"": []
}"
TP002928,0.0661,"{
  ""stages"": {
    ""pre-filing"": {
      ""status"": ""processed"",
      ""score"": 0.0661,
      ""timestamp"": ""2025-05-06T02:20:52.986631""
    },
    ""initial"": {
      ""status"": ""processed"",
      ""score"": 0.0396,
      ""timestamp"": ""2025-05-06T02:20:52.986631""
    },
    ""post-processing"": {
      ""status"": ""processed"",
      ""score"": 0.0132,
      ""timestamp"": ""2025-05-06T02:20:52.986631""
    }
  },
  ""audit_history"": []
}"
TP008179,0.1067,"{
  ""stages"": {
    ""pre-filing"": {
      ""status"": ""processed"",
      ""score"": 0.1067,
      ""timestamp"": ""2025-05-06T02:20:52.986631""
    },
    ""initial"": {
      ""status"": ""processed"",
      ""score"": 0.064,
      ""timestamp"": ""2025-05-06T02:20:52.986631""
    },
    ""post-processing"": {
      ""status"": ""processed"",
      ""score"": 0.0213,
      ""timestamp"": ""2025-05-06T02:20:52.986631""
    }
  },
  ""audit_history"": []
}"
TP000972,0.0868,"{
  ""stages"": {
    ""pre-filing"": {
      ""status"": ""processed"",
      ""score"": 0.0868,
      ""timestamp"": ""2025-05-06T02:20:52.986631""
    },
    ""initial"": {
      ""status"": ""processed"",
      ""score"": 0.0521,
      ""timestamp"": ""2025-05-06T02:20:52.986631""
    },
    ""post-processing"": {
      ""status"": ""processed"",
      ""score"": 0.0174,
      ""timestamp"": ""2025-05-06T02:20:52.986631""
    }
  },
  ""audit_history"": []
}"
TP006688,0.068,"{
  ""stages"": {
    ""pre-filing"": {
      ""status"": ""processed"",
      ""score"": 0.068,
      ""timestamp"": ""2025-05-06T02:20:52.987139""
    },
    ""initial"": {
      ""status"": ""processed"",
      ""score"": 0.0408,
      ""timestamp"": ""2025-05-06T02:20:52.987139""
    },
    ""post-processing"": {
      ""status"": ""processed"",
      ""score"": 0.0136,
      ""timestamp"": ""2025-05-06T02:20:52.987139""
    }
  },
  ""audit_history"": []
}"
TP008576,0.1878,"{
  ""stages"": {
    ""pre-filing"": {
      ""status"": ""processed"",
      ""score"": 0.1878,
      ""timestamp"": ""2025-05-06T02:20:52.987139""
    },
    ""initial"": {
      ""status"": ""processed"",
      ""score"": 0.1127,
      ""timestamp"": ""2025-05-06T02:20:52.987139""
    },
    ""post-processing"": {
      ""status"": ""processed"",
      ""score"": 0.0376,
      ""timestamp"": ""2025-05-06T02:20:52.987139""
    }
  },
  ""audit_history"": []
}"
TP002021,0.1499,"{
  ""stages"": {
    ""pre-filing"": {
      ""status"": ""processed"",
      ""score"": 0.1499,
      ""timestamp"": ""2025-05-06T02:20:52.987139""
    },
    ""initial"": {
      ""status"": ""processed"",
      ""score"": 0.09,
      ""timestamp"": ""2025-05-06T02:20:52.987139""
    },
    ""post-processing"": {
      ""status"": ""processed"",
      ""score"": 0.03,
      ""timestamp"": ""2025-05-06T02:20:52.987139""
    }
  },
  ""audit_history"": []
}"
TP000055,0.1599,"{
  ""stages"": {
    ""pre-filing"": {
      ""status"": ""processed"",
      ""score"": 0.1599,
      ""timestamp"": ""2025-05-06T02:20:52.987139""
    },
    ""initial"": {
      ""status"": ""processed"",
      ""score"": 0.096,
      ""timestamp"": ""2025-05-06T02:20:52.987139""
    },
    ""post-processing"": {
      ""status"": ""processed"",
      ""score"": 0.032,
      ""timestamp"": ""2025-05-06T02:20:52.987139""
    }
  },
  ""audit_history"": []
}"
TP000953,0.2181,"{
  ""stages"": {
    ""pre-filing"": {
      ""status"": ""processed"",
      ""score"": 0.2181,
      ""timestamp"": ""2025-05-06T02:20:52.987139""
    },
    ""initial"": {
      ""status"": ""processed"",
      ""score"": 0.1308,
      ""timestamp"": ""2025-05-06T02:20:52.987139""
    },
    ""post-processing"": {
      ""status"": ""processed"",
      ""score"": 0.0436,
      ""timestamp"": ""2025-05-06T02:20:52.987139""
    }
  },
  ""audit_history"": []
}"
TP005360,0.5,"{
  ""stages"": {
    ""pre-filing"": {
      ""status"": ""processed"",
      ""score"": 0.5,
      ""timestamp"": ""2025-05-06T02:20:52.987139""
    },
    ""initial"": {
      ""status"": ""processed"",
      ""score"": 0.3,
      ""timestamp"": ""2025-05-06T02:20:52.987139""
    },
    ""post-processing"": {
      ""status"": ""processed"",
      ""score"": 0.1,
      ""timestamp"": ""2025-05-06T02:20:52.987139""
    }
  },
  ""audit_history"": []
}"
TP003858,0.1717,"{
  ""stages"": {
    ""pre-filing"": {
      ""status"": ""processed"",
      ""score"": 0.1717,
      ""timestamp"": ""2025-05-06T02:20:52.987139""
    },
    ""initial"": {
      ""status"": ""processed"",
      ""score"": 0.103,
      ""timestamp"": ""2025-05-06T02:20:52.987139""
    },
    ""post-processing"": {
      ""status"": ""processed"",
      ""score"": 0.0343,
      ""timestamp"": ""2025-05-06T02:20:52.987139""
    }
  },
  ""audit_history"": []
}"
TP005862,0.0936,"{
  ""stages"": {
    ""pre-filing"": {
      ""status"": ""processed"",
      ""score"": 0.0936,
      ""timestamp"": ""2025-05-06T02:20:52.987139""
    },
    ""initial"": {
      ""status"": ""processed"",
      ""score"": 0.0562,
      ""timestamp"": ""2025-05-06T02:20:52.987139""
    },
    ""post-processing"": {
      ""status"": ""processed"",
      ""score"": 0.0187,
      ""timestamp"": ""2025-05-06T02:20:52.987139""
    }
  },
  ""audit_history"": []
}"
TP003146,0.1773,"{
  ""stages"": {
    ""pre-filing"": {
      ""status"": ""processed"",
      ""score"": 0.1773,
      ""timestamp"": ""2025-05-06T02:20:52.987139""
    },
    ""initial"": {
      ""status"": ""processed"",
      ""score"": 0.1064,
      ""timestamp"": ""2025-05-06T02:20:52.987139""
    },
    ""post-processing"": {
      ""status"": ""processed"",
      ""score"": 0.0355,
      ""timestamp"": ""2025-05-06T02:20:52.987139""
    }
  },
  ""audit_history"": []
}"
TP003306,0.0927,"{
  ""stages"": {
    ""pre-filing"": {
      ""status"": ""processed"",
      ""score"": 0.0927,
      ""timestamp"": ""2025-05-06T02:20:52.988150""
    },
    ""initial"": {
      ""status"": ""processed"",
      ""score"": 0.0556,
      ""timestamp"": ""2025-05-06T02:20:52.988150""
    },
    ""post-processing"": {
      ""status"": ""processed"",
      ""score"": 0.0185,
      ""timestamp"": ""2025-05-06T02:20:52.988150""
    }
  },
  ""audit_history"": []
}"
TP003007,0.1888,"{
  ""stages"": {
    ""pre-filing"": {
      ""status"": ""processed"",
      ""score"": 0.1888,
      ""timestamp"": ""2025-05-06T02:20:52.988150""
    },
    ""initial"": {
      ""status"": ""processed"",
      ""score"": 0.1133,
      ""timestamp"": ""2025-05-06T02:20:52.988150""
    },
    ""post-processing"": {
      ""status"": ""processed"",
      ""score"": 0.0378,
      ""timestamp"": ""2025-05-06T02:20:52.988150""
    }
  },
  ""audit_history"": []
}"
TP000002,0.179,"{
  ""stages"": {
    ""pre-filing"": {
      ""status"": ""processed"",
      ""score"": 0.179,
      ""timestamp"": ""2025-05-06T02:20:52.988150""
    },
    ""initial"": {
      ""status"": ""processed"",
      ""score"": 0.1074,
      ""timestamp"": ""2025-05-06T02:20:52.988150""
    },
    ""post-processing"": {
      ""status"": ""processed"",
      ""score"": 0.0358,
      ""timestamp"": ""2025-05-06T02:20:52.988150""
    }
  },
  ""audit_history"": []
}"
TP007771,0.1254,"{
  ""stages"": {
    ""pre-filing"": {
      ""status"": ""processed"",
      ""score"": 0.1254,
      ""timestamp"": ""2025-05-06T02:20:52.988150""
    },
    ""initial"": {
      ""status"": ""processed"",
      ""score"": 0.0752,
      ""timestamp"": ""2025-05-06T02:20:52.988150""
    },
    ""post-processing"": {
      ""status"": ""processed"",
      ""score"": 0.0251,
      ""timestamp"": ""2025-05-06T02:20:52.988150""
    }
  },
  ""audit_history"": []
}"
TP007439,0.0881,"{
  ""stages"": {
    ""pre-filing"": {
      ""status"": ""processed"",
      ""score"": 0.0881,
      ""timestamp"": ""2025-05-06T02:20:52.988150""
    },
    ""initial"": {
      ""status"": ""processed"",
      ""score"": 0.0529,
      ""timestamp"": ""2025-05-06T02:20:52.988150""
    },
    ""post-processing"": {
      ""status"": ""processed"",
      ""score"": 0.0176,
      ""timestamp"": ""2025-05-06T02:20:52.988150""
    }
  },
  ""audit_history"": []
}"
TP007943,0.1728,"{
  ""stages"": {
    ""pre-filing"": {
      ""status"": ""processed"",
      ""score"": 0.1728,
      ""timestamp"": ""2025-05-06T02:20:52.988150""
    },
    ""initial"": {
      ""status"": ""processed"",
      ""score"": 0.1037,
      ""timestamp"": ""2025-05-06T02:20:52.988150""
    },
    ""post-processing"": {
      ""status"": ""processed"",
      ""score"": 0.0346,
      ""timestamp"": ""2025-05-06T02:20:52.988150""
    }
  },
  ""audit_history"": []
}"
TP000239,0.1247,"{
  ""stages"": {
    ""pre-filing"": {
      ""status"": ""processed"",
      ""score"": 0.1247,
      ""timestamp"": ""2025-05-06T02:20:52.988150""
    },
    ""initial"": {
      ""status"": ""processed"",
      ""score"": 0.0748,
      ""timestamp"": ""2025-05-06T02:20:52.988150""
    },
    ""post-processing"": {
      ""status"": ""processed"",
      ""score"": 0.0249,
      ""timestamp"": ""2025-05-06T02:20:52.988150""
    }
  },
  ""audit_history"": []
}"
